Name,Type,File,Line,IsReExport,OriginalFile
C,const,src/structures/group/Complex.ts,3,false,
C_free,const,src/types/category-to-nerve-sset.ts,216,false,
callCC,const,src/types/cont.ts,65,false,
canonicalKey,function,src/algebra/group/iso/CanonicalTable.ts,64,false,
canonicalProjection,function,src/algebra/group/FirstIso.ts,7,false,
canonicalRepresentatives,const,src/algebra/group/CanonicalGroups.ts,108,false,
CapturedCont,type,src/types/shift-reset.ts,13,false,
Cat2,function,src/types/cat2.ts,38,false,
cata,const,src/types/adt-fix.ts,33,false,
CatBicat,function,src/types/cat-bicat.ts,9,false,
Category,interface,src/types/catkit-comma-categories.ts,17,false,
CategoryFunctor,interface,src/types/category-to-nerve-sset.ts,55,false,
cayleyTable,function,src/algebra/group/Cayley.ts,4,false,
CayleyTable,type,src/algebra/group/iso/CanonicalTable.ts,5,false,
center,function,src/structures/group/center/Center.ts,4,false,
certifySNF,function,src/types/catkit-homology.ts,304,false,
chain,const,src/types/ultrafilter-monad.ts,33,false,
Chain,interface,src/types/functors.ts,66,false,
ChainComplex02,type,src/types/sset-quasicat.ts,526,false,
charAt,function,src/types/rope.ts,51,false,
check2CategoryLaws,function,src/types/two-category.ts,40,false,
checkAbelian,function,src/structures/ab/AbGroup.ts,6,false,
checkAdjointEquivalence,function,src/types/catkit-equivalence.ts,110,false,
checkAdjunctionTriangles,function,src/types/catkit-adjunction.ts,70,false,
checkBicategoryCoherence,function,src/types/bicategory.ts,41,false,
checkCategoryNerveQuasicat,function,src/types/nerve-quasicat-bridge.ts,76,false,
checkCommaSquare,function,src/types/catkit-comma-kan-bridge.ts,168,false,
checkCommutativeSquare,function,src/types/diagram-dsl.ts,354,false,
checkCompositeOptics,function,src/types/optics-witness.ts,203,false,
checkCompositionParity,function,src/types/rel-parity-guards.ts,152,false,
checkConverseParity,function,src/types/rel-parity-guards.ts,270,false,
checkDinaturality,function,src/types/ran-set.ts,320,false,
checkDoubleFunctorLaws,function,src/types/double-lax-functor-interface.ts,172,false,
checkDoubleFunctorLaws exported from category-to-nerve-sset.js,re-export,src/types/index.ts,144,true,./double-lax-functor-interface.js
checkEMLaws,function,src/types/em-algebra-discrete.ts,56,false,
checkEMMonoid,function,src/types/strong-monad.ts,396,false,
checkEMMonoidEnhanced,function,src/types/em-monoid-examples.ts,385,false,
checkFilledHorn2,function,src/types/category-to-nerve-sset.ts,482,false,
checkFunctorLaws,function,src/types/category-to-nerve-sset.ts,65,false,
checkGaloisConnection,function,src/types/catkit-posets.ts,144,false,
checkGroup,function,src/structures/group/Group.ts,24,false,
checkHomCoincides,function,src/universal/em/Equivalence.ts,49,false,
checkHorns2Inner,function,src/types/sset-quasicat.ts,175,false,
checkHorns2Outer,function,src/types/sset-quasicat.ts,218,false,
checkHorns3,function,src/types/sset-quasicat.ts,284,false,
checkInterchange,function,src/types/category-to-nerve-sset.ts,651,false,
checkInterchangeLaw,function,src/types/double-lax-functor.ts,133,false,
checkIntersectionParity,function,src/types/rel-parity-guards.ts,233,false,
checkIso,function,src/types/catkit-equivalence.ts,51,false,
checkLens,function,src/types/optics-witness.ts,34,false,
checkLensLaws,function,src/types/catkit-optics.ts,101,false,
checkMonoid,function,src/algebra/semiringlike/Monoid.ts,7,false,
checkNatIso,function,src/types/catkit-equivalence.ts,83,false,
checkNaturality,function,src/types/presheaf.ts,23,false,
checkNaturalityCo,function,src/types/copresheaf.ts,23,false,
checkOpticCompatibility,function,src/types/optics-profunctor-bridge-safe.ts,491,false,
checkPrism,function,src/types/optics-witness.ts,111,false,
checkPrismLaws,function,src/types/catkit-prisms.ts,125,false,
checkProductUP,function,src/top/ProductUP.ts,16,false,
checkProTransNaturality,function,src/types/category-to-nerve-sset.ts,1107,false,
checkQuiverNerveQuasicat,function,src/types/nerve-quasicat-bridge.ts,98,false,
checkRingLaws,function,src/structures/ring/Ring.ts,24,false,
checkRuleSoundness,function,src/types/optics-rewrite-bridge.ts,168,false,
checkSemigroup,function,src/algebra/semiringlike/Semigroup.ts,7,false,
checkSetNatIso,function,src/types/catkit-kan-transport.ts,35,false,
checkSetNatIsoEnhanced,function,src/types/catkit-kan-transport-fixed.ts,271,false,
checkSNFCertificate,function,src/types/snf-witness.ts,74,false,
checkStrongMonadLaws,function,src/types/strong-monad.ts,214,false,
checkTraversal,function,src/types/optics-witness.ts,144,false,
checkTraversalFusion,function,src/types/catkit-traversal.ts,221,false,
checkTraversalIdentity,function,src/types/catkit-traversal.ts,216,false,
checkTraversalLinearity_Count,function,src/types/catkit-traversal.ts,250,false,
checkTraversalNaturality_Length,function,src/types/catkit-traversal.ts,230,false,
checkUnionParity,function,src/types/rel-parity-guards.ts,196,false,
chi,function,src/types/mini-finset.ts,246,false,
children,const,src/types/optics-rewrite.ts,139,false,
Choice,interface,src/types/advanced.ts,46,false,
ChoiceDict,interface,src/types/catkit-prisms.ts,22,false,
ChoiceFn,const,src/types/catkit-prisms.ts,34,false,
ChoiceForget,function,src/types/catkit-prisms.ts,45,false,
ChoiceForgetOption,function,src/types/catkit-prisms.ts,56,false,
ChoiceFree,interface,src/types/optics-free.ts,49,false,
choiceRules,function,src/types/optics-rewrite-bridge.ts,141,false,
ChoiceTagged,const,src/types/catkit-prisms.ts,69,false,
choose,const,src/types/shift-reset.ts,180,false,
clearLawful,function,src/laws/registry.ts,13,false,
Closed,interface,src/types/advanced.ts,51,false,
closure,function,src/structures/ring/Spec.ts,64,false,
closureOnX,function,src/order/Galois.ts,22,false,
Cn,function,src/algebra/group/finite/StandardGroups.ts,14,false,
Coalgebra,interface,src/types/algebraic.ts,91,false,
CodensityAssumptions,type,src/types/codensity-of.ts,24,false,
codensityByComma,function,src/types/codensity-by-comma.ts,26,false,
codensityLawPack,const,src/laws/examples/ConcreteCodensity.ts,89,false,
CodensityMonad,interface,src/types/codensity-set.ts,24,false,
CodensityMonadOps,interface,src/types/codensity-monad.ts,19,false,
CodensityNat,interface,src/types/codensity-nat-view.ts,79,false,
CodensityNatPack,type,src/laws/examples/CodensityNat.ts,10,false,
codensityOf,function,src/types/codensity-of.ts,31,false,
codensityOfDiscrete,function,src/types/codensity-of.ts,103,false,
codensityOfSet,function,src/types/codensity-of.ts,75,false,
CodensitySet,function,src/types/codensity-set.ts,43,false,
codensityToHKTMonad,function,src/types/codensity-monad.ts,368,false,
coequalizer,function,src/types/quiver-pushout.ts,183,false,
CoequalizerResult,interface,src/types/quiver-pushout.ts,41,false,
coerce,const,src/category/Eq.ts,33,false,
Cofree,type,src/types/advanced.ts,229,false,
coker,function,src/structures/ab/builders/KernelsCokernels.ts,14,false,
ColimAtCState,type,src/types/pointwise-colim-util.ts,10,false,
colimitFinSet,function,src/types/finset-colimits-general.ts,8,false,
collapse,function,src/structures/group/GrpCat.ts,48,false,
combineInclusionWitnesses,function,src/types/witnesses.ts,354,false,
comma,function,src/types/catkit-comma-categories.ts,58,false,
CommaMor,type,src/types/catkit-comma-categories.ts,43,false,
CommaObj,type,src/types/catkit-comma-categories.ts,36,false,
Comonad,interface,src/types/foldable.ts,37,false,
comp,const,src/structures/group/cat/GroupCat.ts,14,false,
companion,function,src/types/rel-equipment.ts,193,false,
companionHomProf,function,src/types/catkit-adjunction.ts,113,false,
companionOf,const,src/types/category-to-nerve-sset.ts,826,false,
compareStrategies,function,src/types/rel-common.ts,163,false,
compl,const,src/types/ultrafilter.ts,105,false,
complementViaOr,function,src/types/mini-finset.ts,353,false,
completeFromBounded,function,src/order/dsl.ts,69,false,
CompleteLattice,type,src/order/Lattice.ts,12,false,
completeLatticeLaws,function,src/laws/Order.ts,14,false,
compose,function,src/structures/ring/RingHom.ts,23,false,
Compose,type,src/types/catkit-traversal.ts,40,false,
compose1From1,function,src/types/category-to-nerve-sset.ts,262,false,
compose1From2,function,src/types/category-to-nerve-sset.ts,274,false,
ComposeApp,function,src/types/catkit-traversal.ts,41,false,
composeCodensityNats,function,src/types/codensity-nat-view.ts,434,false,
composeContinuations,const,src/types/shift-reset.ts,132,false,
composeDoubleFunctors,function,src/types/double-lax-functor-interface.ts,76,false,
composeEM,function,src/types/em-monoid-examples.ts,192,false,
composeFiniteProfCoend,function,src/types/category-to-nerve-sset.ts,1218,false,
composeFunctors,function,src/types/catkit-equivalence.ts,23,false,
composeNat,function,src/types/freeapp-coyo.ts,252,false,
composeNatIso,function,src/types/catkit-equivalence.ts,67,false,
composeO,function,src/types/catkit-traversal.ts,158,false,
composePrism,function,src/types/optics-rewrite.ts,25,false,
composePrismLens,function,src/types/optics-profunctor-bridge-safe.ts,293,false,
composeSafeLenses,function,src/types/optics-profunctor-bridge-safe.ts,282,false,
composeSurjections,function,src/types/surjection-types.ts,52,false,
composeViaLan,const,src/category/examples/LanGadtBridge.ts,37,false,
CompositeOpticsWitness,type,src/types/optics-witness.ts,197,false,
comprehensiveDemo,function,src/examples/spec-impl-fuzz.ts,161,false,
ComprehensiveLawReport,type,src/types/rel-lawcheck-witnessed.ts,42,false,
comprehensiveNerveAnalysis,function,src/types/nerve-quasicat-bridge.ts,129,false,
computeAndVerifySNF,function,src/types/snf-surface-api.ts,240,false,
computeCategoryHomology,function,src/types/catkit-homology-bridge.ts,41,false,
computeDiscreteCardinality,function,src/types/codensity-set.ts,165,false,
computeFreeQuiverHomology,function,src/types/catkit-homology-bridge.ts,62,false,
computeHomology01,function,src/types/catkit-homology.ts,451,false,
computeHomology01_Z,function,src/types/catkit-homology.ts,503,false,
computeHomologyWithVerification,function,src/types/snf-surface-api.ts,440,false,
computeNerveHomology,function,src/types/catkit-homology-bridge.ts,81,false,
computeRanEnd,function,src/types/ran-set.ts,134,false,
concat,function,src/types/rope.ts,29,false,
concatSimplex,function,src/types/category-to-nerve-sset.ts,251,false,
conditionalField,function,src/types/freeapp-coyo.ts,223,false,
configureDisplay,function,src/types/display-helpers.ts,28,false,
configureParityChecking,function,src/types/rel-parity-guards.ts,58,false,
Congruence,interface,src/algebra/group/Congruence.ts,5,false,
congruenceClosure,function,src/universal/Congruence.ts,23,false,
congruenceFromHom,function,src/algebra/group/Congruence.ts,13,false,
conjoint,function,src/types/rel-equipment.ts,197,false,
conjointHomProf,function,src/types/catkit-adjunction.ts,127,false,
conjointOf,const,src/types/category-to-nerve-sset.ts,833,false,
conjugation,function,src/structures/group/automorphisms/Conjugation.ts,6,false,
connectivityAbstraction,function,src/types/spec-impl.ts,224,false,
Cons,const,src/types/adt-list.ts,25,false,
ConsF,const,src/types/adt-list.ts,15,false,
Const,type,src/types/catkit-traversal.ts,28,false,
constantCopresheaf,function,src/types/copresheaf.ts,64,false,
constantMorphism,function,src/types/mini-finset.ts,291,false,
constantPresheaf,function,src/types/presheaf.ts,64,false,
constantPshDiagram,function,src/types/diagram-dsl.ts,202,false,
ConstApp,function,src/types/catkit-traversal.ts,29,false,
Cont,const,src/types/cont.ts,23,false,
contains,function,src/types/ultrafilter-monad.ts,74,false,
ContApplicative,const,src/types/cont.ts,98,false,
contBoth,const,src/types/cont.ts,137,false,
contCompose,const,src/types/cont.ts,130,false,
contEither,const,src/types/cont.ts,144,false,
ContFunctor,const,src/types/cont.ts,90,false,
ContHKT,type,src/types/cont.ts,20,false,
continuous,function,src/top/Topology.ts,65,false,
ContMonad,const,src/types/cont.ts,110,false,
Contravariant,interface,src/types/functors.ts,14,false,
control,const,src/types/shift-reset.ts,70,false,
contToStrongMonad,const,src/types/cont.ts,188,false,
converges,function,src/types/topology-convergence.ts,20,false,
Copresheaf,interface,src/types/copresheaf.ts,12,false,
coproduct,function,src/types/finset-colimits.ts,6,false,
coproductEM,function,src/types/em-monoid-examples.ts,264,false,
coproductLift,function,src/structures/ab/AbCategory.ts,60,false,
coreWitnessDemo,function,src/examples/witness-core-demo.ts,15,false,
Coset,type,src/structures/group/Quotient.ts,5,false,
cosetEq,function,src/structures/group/Quotient.ts,58,false,
cosetInv,function,src/structures/group/Quotient.ts,73,false,
cosetOp,function,src/structures/group/Quotient.ts,68,false,
cosets,function,src/algebra/group/Quotient.ts,35,false,
coslice,function,src/types/catkit-comma-categories.ts,221,false,
cospan,function,src/types/diagram-dsl.ts,126,false,
costMeasure,const,src/types/measured-fingertree.ts,296,false,
counitHolds,function,src/types/rel-equipment.ts,211,false,
counitSquare,function,src/types/category-to-nerve-sset.ts,847,false,
countOps,const,src/types/adt-expr-op.ts,89,false,
coy,const,src/types/freeapp-coyo.ts,12,false,
coyId,const,src/types/freeapp-coyo.ts,13,false,
coyMap,function,src/types/freeapp-coyo.ts,14,false,
coYoneda,function,src/types/isbell.ts,23,false,
Coyoneda,type,src/types/freeapp-coyo.ts,11,false,
CPO,type,src/order/Domain.ts,7,false,
cpoFromPoset,function,src/order/Domain.ts,18,false,
cps,const,src/types/cont.ts,122,false,
CPS,const,src/types/index.ts,188,false,
createBrokenSNF,function,src/types/snf-surface-api.ts,335,false,
createCoarsening,function,src/types/spec-impl.ts,118,false,
createDiagram,function,src/types/diagram.ts,18,false,
createEnhancedIsoClass,function,src/algebra/group/iso/EnhancedIsoClass.ts,105,false,
createExampleSNFCertificates,function,src/types/snf-witness.ts,181,false,
createExampleSurjections,function,src/types/surjection-types.ts,204,false,
createFinVect,function,src/types/finvect.ts,92,false,
createForgetStrong,const,src/types/advanced.ts,126,false,
createFunctionSpace,function,src/types/ran-set.ts,45,false,
createLawCheckPredicate,function,src/types/property-shrinking.ts,342,false,
createLoggedMaxEM,function,src/types/em-monoid-examples.ts,442,false,
createMathAnnotation,function,src/types/math-trace-annot.ts,71,false,
createMonoidSetMonad,re-export,src/universal/rewrite/index.ts,32,true,./SetMonad
createNaturalTransformation,function,src/types/codensity-nat-view.ts,183,false,
createNodeRule,function,src/types/optics-rewrite-bridge.ts,66,false,
createObjPair,function,src/types/spec-impl-refactored.ts,182,false,
createParityTestData,function,src/types/rel-parity-guards.ts,540,false,
createPatternRule,function,src/types/optics-rewrite-bridge.ts,95,false,
createPushoutStep,function,src/types/quiver-pushout.ts,388,false,
createRel,function,src/types/rel-common.ts,208,false,
createRelId,function,src/types/rel-common.ts,212,false,
createRenameStep,function,src/types/quiver-pushout.ts,403,false,
createSemilatticeSetMonad,re-export,src/universal/rewrite/index.ts,32,true,./SetMonad
createSetMonad,re-export,src/universal/rewrite/index.ts,32,true,./SetMonad
createSpecImplFunctor,function,src/types/spec-impl-refactored.ts,178,false,
createTestBijection,function,src/types/double-functor.ts,289,false,
createTestSurjection,function,src/types/double-functor.ts,301,false,
createYonedaEmbedding,function,src/types/yoneda.ts,108,false,
crtForZn,function,src/structures/ring/CRT.ts,57,false,
crtIsomorphism,function,src/structures/ring/CRT.ts,37,false,
CurriedLens,interface,src/types/advanced.ts,332,false,
Cyclic,function,src/algebra/group/Group.ts,31,false,
CyclicCanonical,function,src/algebra/group/CanonicalGroups.ts,29,false,
D,function,src/structures/ring/Spec.ts,54,false,
d0,const,src/types/category-to-nerve-sset.ts,230,false,
d1,const,src/types/category-to-nerve-sset.ts,231,false,
d1_of_2simplex,function,src/types/category-to-nerve-sset.ts,470,false,
d2,const,src/types/category-to-nerve-sset.ts,232,false,
DEBUG_PERFORMANCE,const,src/types/config.ts,19,false,
DEBUG_WITNESSES,const,src/types/config.ts,18,false,
Deep,function,src/types/fingertree.ts,85,false,
defaultRegistry,const,src/types/optics-rewrite.ts,342,false,
DefaultRel,const,src/types/rel-factory-default.ts,11,false,
DefaultRelFactory,const,src/types/rel-factory-default.ts,8,false,
defaultRules,const,src/types/optics-rewrite.ts,253,false,
defineConfig,default,vitest.config.ts,3,false,
DelimCont,type,src/types/shift-reset.ts,10,false,
demo,function,src/types/rel-equipment.ts,477,false,
demoKanExample,function,src/types/catkit-kan.ts,245,false,
demonstrate2Category,function,src/types/two-category.ts,123,false,
demonstrateAllegoryWitnesses,function,src/types/allegory-witness.ts,282,false,
demonstrateAPI,function,src/examples/snf-surface-api-demo.ts,15,false,
demonstrateBeforeAfter,function,src/examples/shrinking-before-after-demo.ts,11,false,
demonstrateBicategory,function,src/types/bicategory.ts,122,false,
demonstrateBinaryTreeADT,function,src/types/adt-tree.ts,79,false,
demonstrateCat2,function,src/types/cat2.ts,163,false,
demonstrateCatBicat,function,src/types/cat-bicat.ts,130,false,
demonstrateCodenseProbingWithExamples,function,src/types/codense-probe.ts,75,false,
demonstrateCodensityMonad,function,src/types/codensity-monad.ts,405,false,
demonstrateCodensityOf,function,src/types/codensity-of.ts,208,false,
demonstrateCodensityProbe,function,src/types/codensity-probe.ts,112,false,
demonstrateCodensitySet,function,src/types/codensity-set.ts,203,false,
demonstrateComposition,function,src/types/em-monoid-examples.ts,497,false,
demonstrateCont,function,src/types/cont.ts,229,false,
demonstrateCopresheaf,function,src/types/copresheaf.ts,77,false,
demonstrateDiagramDSL,function,src/types/diagram-dsl.ts,229,false,
demonstrateDiagrams,function,src/types/diagram.ts,55,false,
demonstrateDiscreteEM,function,src/types/em-algebra-discrete.ts,169,false,
demonstrateDisplayHelpers,function,src/types/display-helpers.ts,517,false,
demonstrateDoubleDual,function,src/types/finvect.ts,124,false,
demonstrateEMMonoids,function,src/types/em-monoid-examples.ts,524,false,
demonstrateExprOpADT,function,src/types/adt-expr-op.ts,99,false,
demonstrateExternalSchemes,function,src/types/adt-rec-schemes.ts,41,false,
demonstrateFinSetColimits,function,src/types/presheaf-colimits.ts,161,false,
demonstrateFinSetColimitsGeneral,function,src/types/finset-colimits-general.ts,119,false,
demonstrateFinSetLimits,function,src/types/finset-limits.ts,111,false,
demonstrateFixpointTheory,function,src/types/adt-fix.ts,214,false,
demonstrateFunctorAlgebras,function,src/types/adt-functor.ts,51,false,
demonstrateGADTExpressions,function,src/types/gadt-expr.ts,132,false,
demonstrateKanTransportFixes,function,src/types/catkit-kan-transport-fixed.ts,462,false,
demonstrateLanGadtBridge,const,src/category/examples/LanGadtBridge.ts,45,false,
demonstrateListADT,function,src/types/adt-list.ts,95,false,
demonstrateMiniFinSet,function,src/types/mini-finset.ts,419,false,
demonstrateNatBridge,function,src/types/codensity-nat-bridge.ts,119,false,
demonstrateNatView,function,src/types/codensity-nat-view.ts,294,false,
demonstrateOpticsIntegration,function,src/types/optics-rewrite-bridge.ts,219,false,
demonstrateOpticsWitnesses,function,src/types/optics-witness.ts,247,false,
demonstrateParityGuards,function,src/types/rel-parity-guards.ts,579,false,
demonstratePatternMatching,function,src/types/adt-match.ts,69,false,
demonstratePointwiseColim,function,src/types/pointwise-colim-util.ts,168,false,
demonstratePointwiseLimit,function,src/types/pointwise-limit-util.ts,138,false,
demonstratePresheaf,function,src/types/presheaf.ts,77,false,
demonstratePresheafColimits,function,src/types/presheaf-colimits-general.ts,365,false,
demonstratePresheafLimits,function,src/types/presheaf-limits-general.ts,111,false,
demonstratePresheafPushout,function,src/types/presheaf-pushout-general.ts,137,false,
demonstratePropertyShrinking,function,src/examples/property-shrinking-demo.ts,17,false,
demonstrateRanSet,function,src/types/ran-set.ts,378,false,
demonstrateRelBenchmark,function,src/examples/rel-benchmark-demo.ts,345,false,
demonstrateRoseTreeADT,function,src/types/adt-rose.ts,92,false,
demonstrateShiftReset,function,src/types/shift-reset.ts,197,false,
demonstrateShrinking,function,src/types/property-shrinking.ts,373,false,
demonstrateSNFSurfaceAPI,function,src/types/snf-surface-api.ts,353,false,
demonstrateSNFWitnesses,function,src/types/snf-witness.ts,209,false,
demonstrateStrategyAwareness,function,src/examples/parity-guards-demo.ts,18,false,
